relative_path,file_name,file_type,file_size_bytes,file_size_kb,file_size_mb,last_modified,days_since_mod,age_days,depth,top_level_folder,production_vs_debug,suggested_action,suggested_target,confidence,reason
rollups\PREvsPST\pre_vs_pst_pilot_7d_7d_20260702_095845\pst_metrics_raw.csv,pst_metrics_raw.csv,.csv,32748,31.98,0.031,2026-07-02 16:59:10,5.3,5.3,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_pilot_7d_7d_20260702_095845\run_summary.json,run_summary.json,.json,1640,1.6,0.002,2026-07-02 16:59:13,5.3,5.3,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_pull.py,pre_vs_pst_pull.py,.py,24204,23.64,0.023,2026-07-06 03:14:13,1.8,1.8,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_schema_check_7d_20260702_204301\pre_defects_raw.csv,pre_defects_raw.csv,.csv,2,0.0,0.0,2026-07-03 03:43:13,4.8,4.8,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_schema_check_7d_20260702_204301\pre_match_diagnostics.csv,pre_match_diagnostics.csv,.csv,20255,19.78,0.019,2026-07-03 03:43:13,4.8,4.8,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_schema_check_7d_20260702_204301\pre_metrics_raw.csv,pre_metrics_raw.csv,.csv,25540,24.94,0.024,2026-07-03 03:43:13,4.8,4.8,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_schema_check_7d_20260702_204301\pre_pst_joined.csv,pre_pst_joined.csv,.csv,69255,67.63,0.066,2026-07-03 03:43:13,4.8,4.8,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_schema_check_7d_20260702_204301\pst_defects_raw.csv,pst_defects_raw.csv,.csv,2,0.0,0.0,2026-07-03 03:43:13,4.8,4.8,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_schema_check_7d_20260702_204301\pst_metrics_raw.csv,pst_metrics_raw.csv,.csv,24665,24.09,0.024,2026-07-03 03:43:13,4.8,4.8,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_schema_check_7d_20260702_204301\run_summary.json,run_summary.json,.json,1486,1.45,0.001,2026-07-03 03:43:14,4.8,4.8,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\pre_vs_pst_stats.py,pre_vs_pst_stats.py,.py,12376,12.09,0.012,2026-07-02 20:57:29,5.1,5.1,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\PreAdders (N_DEFECTS_PRE_Decile) 3.csv,PreAdders (N_DEFECTS_PRE_Decile) 3.csv,.csv,693,0.68,0.001,2026-07-02 23:07:35,5.0,5.0,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\Request.md,Request.md,.md,828,0.81,0.001,2026-07-06 02:11:56,1.9,1.9,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\Results\pre_pst_regen_joined 2 By (N_DEFECTS_PRE_DEC).csv,pre_pst_regen_joined 2 By (N_DEFECTS_PRE_DEC).csv,.csv,691,0.67,0.001,2026-07-06 16:52:02,1.3,1.3,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
"rollups\PREvsPST\Results\pre_pst_regen_joined By (N_DEFECTS_PRE_DEC, EVENT)  - Fit Y by X of HIGHFLIER_RATE by N_DEFECTS_PRE_DEC.jrp","pre_pst_regen_joined By (N_DEFECTS_PRE_DEC, EVENT)  - Fit Y by X of HIGHFLIER_RATE by N_DEFECTS_PRE_DEC.jrp",.jrp,5142608,5022.08,4.904,2026-07-06 16:45:58,1.3,1.3,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
"rollups\PREvsPST\Results\pre_pst_regen_joined By (N_DEFECTS_PRE_DEC, EVENT) - Fit Y by X of ZERO_RATE by N_DEFECTS_PRE_DEC.jrp","pre_pst_regen_joined By (N_DEFECTS_PRE_DEC, EVENT) - Fit Y by X of ZERO_RATE by N_DEFECTS_PRE_DEC.jrp",.jrp,5143247,5022.7,4.905,2026-07-06 16:46:17,1.3,1.3,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\Results\ZERO_RATE_BY_PRE_DEC_WILSON95.csv,ZERO_RATE_BY_PRE_DEC_WILSON95.csv,.csv,3438,3.36,0.003,2026-07-06 16:54:31,1.3,1.3,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\RUN_NOTES.md,RUN_NOTES.md,.md,1904,1.86,0.002,2026-07-02 17:09:52,5.3,5.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\stats\stats_20260702_104652\binary_model_predictions.csv,binary_model_predictions.csv,.csv,531099,518.65,0.506,2026-07-02 17:47:11,5.2,5.2,4,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\stats\stats_20260702_104652\pre_pst_joined_clean_no_fallback.csv,pre_pst_joined_clean_no_fallback.csv,.csv,3506510,3424.33,3.344,2026-07-02 17:47:09,5.2,5.2,4,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\stats\stats_20260702_104652\stats_report.txt,stats_report.txt,.txt,709,0.69,0.001,2026-07-02 17:47:11,5.2,5.2,4,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\stats\stats_20260702_104652\stats_summary.json,stats_summary.json,.json,2008,1.96,0.002,2026-07-02 17:47:11,5.2,5.2,4,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\Thumbs.db,Thumbs.db,.db,25600,25.0,0.024,2026-07-06 16:44:36,1.3,1.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\_diag_lot_hist_coverage.py,_diag_lot_hist_coverage.py,.py,3615,3.53,0.003,2026-07-06 01:13:31,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_entry_events_ALL_LOTS_ECTW_B05_175971_20260705_185421.csv,lot_entry_events_ALL_LOTS_ECTW_B05_175971_20260705_185421.csv,.csv,33330,32.55,0.032,2026-07-06 01:57:32,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_entry_events_D204TH1B2_ECTW_B05_175971_20260705_180417.csv,lot_entry_events_D204TH1B2_ECTW_B05_175971_20260705_180417.csv,.csv,5597,5.47,0.005,2026-07-06 01:04:33,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_entry_events_D204TH1B2_ECTW_B05_175971_20260705_181502.csv,lot_entry_events_D204TH1B2_ECTW_B05_175971_20260705_181502.csv,.csv,10412,10.17,0.01,2026-07-06 01:15:16,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_entry_events_D204TH1B2_ECTW_B05_175971_20260705_182406.csv,lot_entry_events_D204TH1B2_ECTW_B05_175971_20260705_182406.csv,.csv,2274,2.22,0.002,2026-07-06 01:24:20,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_entry_events_D204TH1B2_ECTW_B05X_6589_20260705_180330.csv,lot_entry_events_D204TH1B2_ECTW_B05X_6589_20260705_180330.csv,.csv,108,0.11,0.0,2026-07-06 01:03:56,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_entry_events_D204TH1B2_ECTW_B05X_6589_20260705_181437.csv,lot_entry_events_D204TH1B2_ECTW_B05X_6589_20260705_181437.csv,.csv,4362,4.26,0.004,2026-07-06 01:14:52,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_ALL_LOTS_ECTW_B05_175971_20260705_185421.csv,lot_history_ALL_LOTS_ECTW_B05_175971_20260705_185421.csv,.csv,52771,51.53,0.05,2026-07-06 01:57:31,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_D204TH1B2_ECTW_B05_175971_20260705_173532.csv,lot_history_D204TH1B2_ECTW_B05_175971_20260705_173532.csv,.csv,56901,55.57,0.054,2026-07-06 00:35:56,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_D204TH1B2_ECTW_B05_175971_20260705_180417.csv,lot_history_D204TH1B2_ECTW_B05_175971_20260705_180417.csv,.csv,53322,52.07,0.051,2026-07-06 01:04:33,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_D204TH1B2_ECTW_B05_175971_20260705_181502.csv,lot_history_D204TH1B2_ECTW_B05_175971_20260705_181502.csv,.csv,17892,17.47,0.017,2026-07-06 01:15:16,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_D204TH1B2_ECTW_B05_175971_20260705_182406.csv,lot_history_D204TH1B2_ECTW_B05_175971_20260705_182406.csv,.csv,3649,3.56,0.003,2026-07-06 01:24:20,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_D204TH1B2_ECTW_B05X_6589_20260705_180330.csv,lot_history_D204TH1B2_ECTW_B05X_6589_20260705_180330.csv,.csv,84,0.08,0.0,2026-07-06 01:03:56,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_D204TH1B2_ECTW_B05X_6589_20260705_181437.csv,lot_history_D204TH1B2_ECTW_B05X_6589_20260705_181437.csv,.csv,7071,6.91,0.007,2026-07-06 01:14:52,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_tx_summary_ALL_LOTS_175971_20260705_185421.csv,lot_history_tx_summary_ALL_LOTS_175971_20260705_185421.csv,.csv,29,0.03,0.0,2026-07-06 01:57:32,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_tx_summary_D204TH1B2_175971_20260705_173532.csv,lot_history_tx_summary_D204TH1B2_175971_20260705_173532.csv,.csv,32,0.03,0.0,2026-07-06 00:35:57,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_tx_summary_D204TH1B2_175971_20260705_180417.csv,lot_history_tx_summary_D204TH1B2_175971_20260705_180417.csv,.csv,32,0.03,0.0,2026-07-06 01:04:33,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_tx_summary_D204TH1B2_175971_20260705_181502.csv,lot_history_tx_summary_D204TH1B2_175971_20260705_181502.csv,.csv,128,0.12,0.0,2026-07-06 01:15:16,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_tx_summary_D204TH1B2_175971_20260705_182406.csv,lot_history_tx_summary_D204TH1B2_175971_20260705_182406.csv,.csv,28,0.03,0.0,2026-07-06 01:24:20,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_tx_summary_D204TH1B2_6589_20260705_180330.csv,lot_history_tx_summary_D204TH1B2_6589_20260705_180330.csv,.csv,17,0.02,0.0,2026-07-06 01:03:56,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\lot_history_tx_summary_D204TH1B2_6589_20260705_181437.csv,lot_history_tx_summary_D204TH1B2_6589_20260705_181437.csv,.csv,43,0.04,0.0,2026-07-06 01:14:52,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\REGEN_LOT_HISTORY_DECISIONS.md,REGEN_LOT_HISTORY_DECISIONS.md,.md,1349,1.32,0.001,2026-07-06 02:11:20,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\route_oper_check_ECTW_B05_175971_20260705_173532.csv,route_oper_check_ECTW_B05_175971_20260705_173532.csv,.csv,513,0.5,0.0,2026-07-06 00:35:58,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\route_oper_check_ECTW_B05_175971_20260705_180417.csv,route_oper_check_ECTW_B05_175971_20260705_180417.csv,.csv,513,0.5,0.0,2026-07-06 01:04:33,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\route_oper_check_ECTW_B05_175971_20260705_181502.csv,route_oper_check_ECTW_B05_175971_20260705_181502.csv,.csv,513,0.5,0.0,2026-07-06 01:15:16,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\route_oper_check_ECTW_B05_175971_20260705_182406.csv,route_oper_check_ECTW_B05_175971_20260705_182406.csv,.csv,513,0.5,0.0,2026-07-06 01:24:20,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\route_oper_check_ECTW_B05_175971_20260705_185421.csv,route_oper_check_ECTW_B05_175971_20260705_185421.csv,.csv,513,0.5,0.0,2026-07-06 01:57:32,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\route_oper_check_ECTW_B05X_6589_20260705_180330.csv,route_oper_check_ECTW_B05X_6589_20260705_180330.csv,.csv,544,0.53,0.001,2026-07-06 01:03:56,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\route_oper_check_ECTW_B05X_6589_20260705_181437.csv,route_oper_check_ECTW_B05X_6589_20260705_181437.csv,.csv,544,0.53,0.001,2026-07-06 01:14:52,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\TW_REGEN_HIST\Shared_Docs_Schema_Skill.md,Shared_Docs_Schema_Skill.md,.md,2201,2.15,0.002,2026-07-06 02:11:20,1.9,1.9,3,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\ZERO_RATE_BY_PRE_DEC.csv,ZERO_RATE_BY_PRE_DEC.csv,.csv,1298,1.27,0.001,2026-07-06 16:10:18,1.3,1.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\ZERO_RATE_BY_PRE_DEC_WILSON95.csv,ZERO_RATE_BY_PRE_DEC_WILSON95.csv,.csv,4515,4.41,0.004,2026-07-06 16:15:42,1.3,1.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\ZERO_RATE_BY_PRE_DEC_WILSON95_fitlines.png,ZERO_RATE_BY_PRE_DEC_WILSON95_fitlines.png,.png,98048,95.75,0.094,2026-07-06 16:44:28,1.3,1.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\PREvsPST\ZERO_RATE_BY_PRE_DEC_WILSON95_plot.png,ZERO_RATE_BY_PRE_DEC_WILSON95_plot.png,.png,105799,103.32,0.101,2026-07-06 16:41:41,1.3,1.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260610_BSL_SS0_INLINE - Fit Y by X.jrp,20260610_BSL_SS0_INLINE - Fit Y by X.jrp,.jrp,26907,26.28,0.026,2026-06-20 17:21:20,17.3,17.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260610_BSL_SS0_INLINE.jmp,20260610_BSL_SS0_INLINE.jmp,.jmp,13981,13.65,0.013,2026-06-20 17:22:28,17.2,17.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260620_BSL_INLINE_MEAN_BY_SUBENTITY.jmp,20260620_BSL_INLINE_MEAN_BY_SUBENTITY.jmp,.jmp,9652,9.43,0.009,2026-06-20 16:55:37,17.3,17.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260620_BSL_INLINE_MEAN_BY_SUBENTITY_SPLIT.jmp,20260620_BSL_INLINE_MEAN_BY_SUBENTITY_SPLIT.jmp,.jmp,7906,7.72,0.008,2026-06-20 16:56:58,17.3,17.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260620_BSL_SEG_SS0_SS1_SS7_MEAN_BY_SUBENTITY.jmp,20260620_BSL_SEG_SS0_SS1_SS7_MEAN_BY_SUBENTITY.jmp,.jmp,43283,42.27,0.041,2026-06-20 17:36:07,17.2,17.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260620_BSL_SS0_MEAN_BY_SUBENTITY.jmp,20260620_BSL_SS0_MEAN_BY_SUBENTITY.jmp,.jmp,6534,6.38,0.006,2026-06-20 17:03:47,17.3,17.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260620_BSL_SS0_SS1_SS7_MEAN_BY_SUBENTITY.jmp,20260620_BSL_SS0_SS1_SS7_MEAN_BY_SUBENTITY.jmp,.jmp,6531,6.38,0.006,2026-06-20 17:27:47,17.2,17.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260620_NCDD_METRICS.csv,20260620_NCDD_METRICS.csv,.csv,3731744,3644.28,3.559,2026-06-20 18:06:08,17.2,17.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS0_INLINE_CORRELATION\20260620_SS_METRICS.csv,20260620_SS_METRICS.csv,.csv,1146120,1119.26,1.093,2026-06-20 17:58:26,17.2,17.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS_COORDINATES_F_FE_BOTH_SUMMARY.csv,SS_COORDINATES_F_FE_BOTH_SUMMARY.csv,.csv,2604,2.54,0.002,2026-06-27 00:59:09,10.9,10.9,1,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SS_COORDINATES_Fe_F.csv,SS_COORDINATES_Fe_F.csv,.csv,591999,578.12,0.565,2026-06-26 22:12:55,11.0,11.0,1,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SUBSET_SS_COORDINATES_NO_SOLO_F.csv,SUBSET_SS_COORDINATES_NO_SOLO_F.csv,.csv,509337,497.4,0.486,2026-06-26 23:37:03,11.0,11.0,1,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SUBSET_SS_COORDINATES_NO_SOLO_FE.csv,SUBSET_SS_COORDINATES_NO_SOLO_FE.csv,.csv,189494,185.05,0.181,2026-06-26 23:35:20,11.0,11.0,1,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SUBSET_SS_COORDINATES_NO_SOLO_FLUORINE.csv,SUBSET_SS_COORDINATES_NO_SOLO_FLUORINE.csv,.csv,189494,185.05,0.181,2026-06-26 23:38:33,11.0,11.0,1,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\SUBSET_SS_COORDINATES_NO_SOLO_IRON.csv,SUBSET_SS_COORDINATES_NO_SOLO_IRON.csv,.csv,509337,497.4,0.486,2026-06-26 23:38:13,11.0,11.0,1,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\Thumbs.db,Thumbs.db,.db,135680,132.5,0.129,2026-07-01 17:58:17,6.2,6.2,1,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
"rollups\YPO\2026 Wafer Summary By (LAYER, STATUS, YPO).csv","2026 Wafer Summary By (LAYER, STATUS, YPO).csv",.csv,210,0.21,0.0,2026-06-30 00:10:22,8.0,8.0,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\iGPT_MODIFICATIONS.md,iGPT_MODIFICATIONS.md,.md,3315,3.24,0.003,2026-07-02 03:43:00,5.8,5.8,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\Inline_Wafers_After_YPO.csv,Inline_Wafers_After_YPO.csv,.csv,10147,9.91,0.01,2026-06-29 03:36:13,8.8,8.8,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\NCDD Report - GroupBy YPO.jrp,NCDD Report - GroupBy YPO.jrp,.jrp,8844841,8637.54,8.435,2026-06-29 23:34:15,8.0,8.0,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\SUBSET_YPO_STATUS.csv,SUBSET_YPO_STATUS.csv,.csv,8613,8.41,0.008,2026-06-29 18:27:15,8.2,8.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\ypo_defect_duplicate_groups_20260605_172242.csv,ypo_defect_duplicate_groups_20260605_172242.csv,.csv,2279,2.23,0.002,2026-06-06 00:22:43,32.0,32.0,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\YPO_STATUS.csv,YPO_STATUS.csv,.csv,10891,10.64,0.01,2026-06-29 18:25:24,8.2,8.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\YPO_STATUS.py,YPO_STATUS.py,.py,17564,17.15,0.017,2026-06-20 19:17:45,17.2,17.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\YPO_STATUS_AUDIT.csv,YPO_STATUS_AUDIT.csv,.csv,3455,3.37,0.003,2026-06-29 18:25:24,8.2,8.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\YPO_STATUS_FULLPM_IGPT.py,YPO_STATUS_FULLPM_IGPT.py,.py,18976,18.53,0.018,2026-06-29 18:25:11,8.2,8.2,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\YPO_STATUS_iGPT.py,YPO_STATUS_iGPT.py,.py,21813,21.3,0.021,2026-06-29 17:00:03,8.3,8.3,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\YPO_SUBSET_SS_EDX_STACKED.csv,YPO_SUBSET_SS_EDX_STACKED.csv,.csv,189940,185.49,0.181,2026-06-29 22:12:38,8.0,8.0,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
rollups\YPO\YPO_TAG_IGPT.py,YPO_TAG_IGPT.py,.py,7450,7.28,0.007,2026-06-27 03:47:44,10.8,10.8,2,rollups,PRODUCTION,archive,rollups\,Medium,legacy or superseded output
debug_logs\8m5cl_8m6cl_debug,8m5cl_8m6cl_debug,[no extension],0,0.0,0.0,2026-05-01 15:23:57,67.3,67.3,1,debug_logs,DEBUG,delete,remove,Medium,transient debug log
debug_logs\AMEct 1278 Inline Defects Chamber Dispo Debug.txt,AMEct 1278 Inline Defects Chamber Dispo Debug.txt,.txt,2397,2.34,0.002,2026-04-21 21:22:47,77.1,77.1,1,debug_logs,DEBUG,delete,remove,Medium,transient debug log
debug_logs\SS_Wafermaps_BivReport_debug.txt,SS_Wafermaps_BivReport_debug.txt,.txt,960,0.94,0.001,2026-04-28 15:57:19,70.3,70.3,1,debug_logs,DEBUG,delete,remove,Medium,transient debug log
debug_logs\surf_scan_daily_debug,surf_scan_daily_debug,[no extension],5326051,5201.22,5.079,2026-05-01 16:40:22,67.3,67.3,1,debug_logs,DEBUG,delete,remove,Medium,transient debug log
debug_logs\8M5CL_NCDD.log,8M5CL_NCDD.log,.log,1658535,1619.66,1.582,2026-06-24 20:14:30,13.1,13.1,1,debug_logs,PRODUCTION,delete,remove,Medium,transient debug log
debug_logs\ediQuery#306.log,ediQuery#306.log,.log,4481,4.38,0.004,2026-06-24 20:21:37,13.1,13.1,1,debug_logs,PRODUCTION,delete,remove,Medium,transient debug log
artifacts\adhoc_bost_definition_columns.csv,adhoc_bost_definition_columns.csv,.csv,2763,2.7,0.003,2026-06-03 04:10:02,34.8,34.8,1,artifacts,DEBUG,keep,as-is,Low,generated output or manifest
artifacts\adhoc_bost_dryrun_summary.json,adhoc_bost_dryrun_summary.json,.json,3322,3.24,0.003,2026-06-03 04:10:02,34.8,34.8,1,artifacts,DEBUG,keep,as-is,Low,generated output or manifest
artifacts\adhoc_bost_full_summary.json,adhoc_bost_full_summary.json,.json,5443,5.32,0.005,2026-06-03 04:10:06,34.8,34.8,1,artifacts,DEBUG,keep,as-is,Low,generated output or manifest
artifacts\adhoc_bost_pilot_summary.json,adhoc_bost_pilot_summary.json,.json,2986,2.92,0.003,2026-06-03 04:09:51,34.8,34.8,1,artifacts,DEBUG,keep,as-is,Low,generated output or manifest
artifacts\surf_scan_compare_report.json,surf_scan_compare_report.json,.json,2139,2.09,0.002,2026-04-26 16:02:05,72.3,72.3,1,artifacts,DEBUG,keep,as-is,Low,generated output or manifest
BE_QUERY_FILES\8M5CL_8M6CL_UPDATE-debug.log,8M5CL_8M6CL_UPDATE-debug.log,.log,125940,122.99,0.12,2026-04-29 15:49:46,69.3,69.3,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\_tmp_beep_smp_corr_probe.py,_tmp_beep_smp_corr_probe.py,.py,2607,2.55,0.002,2026-05-11 19:19:32,57.2,57.2,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\_tmp_defect_manifest_fast_audit.py,_tmp_defect_manifest_fast_audit.py,.py,3118,3.04,0.003,2026-06-21 23:45:16,16.0,16.0,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\_tmp_elwc_probe.py,_tmp_elwc_probe.py,.py,2189,2.14,0.002,2026-04-29 21:27:32,69.1,69.1,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
BE_QUERY_FILES\_tmp_insp_summary_columns_probe.py,_tmp_insp_summary_columns_probe.py,.py,528,0.52,0.001,2026-05-14 22:10:13,54.0,54.0,1,BE_QUERY_FILES,DEBUG,keep,as-is,Low,pipeline code or entrypoint
