image_name,WAFER_KEY,INSPECTION_TIME,DEFECT_ID,SIZE_X,SIZE_Y,SIZE_D,AREA,MANUAL_OPTICAL_CLASS
260612_2051_D613830_272_BEEP_8M5CL_12028_3.jpg,8328478,2026-06-12 22:20:36,12028,899.0,720.0,900.0,9230.0,0.0
260528_0857_D611306_354_SMP_8M6CL_3138_2.jpg,8243067,2026-05-28 10:10:03,3138,449.0,540.0,540.0,4213.0,0.0
260709_2051_D614207_672_BEEP_8M5CL_180_3.jpg,8360404,2026-07-10 03:39:18,180,449.0,449.0,450.0,10608.0,37.0
260704_2240_D613627_656_SMP_8M6CL_1249_2.jpg,8306888,2026-07-05 01:46:43,1249,2250.0,2160.0,2250.0,453768.0,2.0
260528_1748_D541930_034_SMP_8M5CL_2730_3.jpg,7470405,2026-05-28 20:23:43,2730,180.0,270.0,270.0,1466.0,83.0
260709_1558_D615340_802_BEEP_8M5CL_2754_3.jpg,8405731,2026-07-09 17:48:10,2754,2070.0,1980.0,2070.0,554321.0,36.0
260601_1517_D608642_484_SMP_8M6CL_43_3.jpg,8129956,2026-06-01 19:39:08,43,809.0,720.0,810.0,13391.0,0.0
260610_1644_D611335_060_SMP_8M6CL_38_3.jpg,8737431,2026-06-10 18:03:51,38,1799.0,1799.0,1800.0,526828.0,0.0
260711_1928_D616510_249_SMP_8M6CL_82_2.jpg,8435172,2026-07-11 20:34:13,82,720.0,809.0,810.0,12499.0,0.0
260529_0439_D610233_031_BEEP_8M5CL_8863_2.jpg,8198649,2026-05-29 07:14:24,8863,2160.0,1890.0,2160.0,317746.0,0.0
260704_2302_D613627_669_SMP_8M6CL_625_3.jpg,8306875,2026-07-05 01:46:43,625,360.0,540.0,540.0,6100.0,2.0
260704_2302_D613627_669_SMP_8M6CL_603_3.jpg,8306875,2026-07-05 01:46:43,603,630.0,630.0,630.0,6116.0,83.0
260528_0508_D609170_135_BEEP_8M5CL_2011_3.jpg,8156134,2026-05-28 06:25:21,2011,1170.0,1349.0,1350.0,164928.0,94.0
260529_0043_D609168_730_SMP_8M6CL_17_3.jpg,8155258,2026-05-29 02:09:00,17,990.0,990.0,990.0,70958.0,2.0
260705_0340_D614208_337_BEEP_8M5CL_139_3.jpg,8358514,2026-07-05 05:25:14,139,1260.0,1799.0,1800.0,51168.0,94.0
260705_2058_D615294_077_SMP_8M5CL_1729_2.jpg,8385612,2026-07-05 23:26:08,1729,809.0,990.0,990.0,38332.0,2.0
260630_1639_D615321_202_BEEP_8M6CL_25_3.jpg,8399627,2026-06-30 22:01:57,25,360.0,270.0,360.0,4217.0,0.0
260704_1533_D614248_015_BEEP_8M5CL_1866_3.jpg,8353068,2026-07-04 17:21:30,1866,270.0,360.0,360.0,4421.0,94.0
260709_1523_D615327_197_SMP_8M5CL_621_3.jpg,8922079,2026-07-09 22:33:13,621,270.0,180.0,270.0,908.0,0.0
260608_1541_D611336_087_BEEP_8M5CL_97_2.jpg,8751860,2026-06-08 17:07:08,97,1080.0,1170.0,1170.0,144334.0,0.0
260529_0557_D610233_020_SMP_8M5CL_6713_2.jpg,8198556,2026-05-29 07:14:24,6713,270.0,270.0,270.0,1428.0,0.0
260531_0541_D607888_820_SMP_8M5CL_50350_3.jpg,8109875,2026-05-31 07:08:34,50350,630.0,540.0,630.0,36441.0,0.0
260529_2021_D610225_698_BEEP_8M5CL_1896_2.jpg,8191113,2026-05-29 22:55:13,1896,270.0,270.0,270.0,2000.0,37.0
260604_0654_D611325_078_SMP_8M5CL_2989_3.jpg,8229593,2026-06-04 08:42:07,2989,270.0,270.0,270.0,1729.0,2.0
260601_1528_D608642_400_SMP_8M6CL_81_2.jpg,8129895,2026-06-01 19:39:08,81,720.0,630.0,720.0,5473.0,0.0
260604_2237_D612814_181_SMP_8M5CL_4518_3.jpg,8267476,2026-06-05 00:18:27,4518,270.0,270.0,270.0,1274.0,2.0
260704_1533_D614248_015_BEEP_8M5CL_1718_3.jpg,8353068,2026-07-04 17:21:30,1718,630.0,540.0,630.0,6270.0,37.0
260625_1720_D603E3K_038_SMP_8M6CL_1436_3.jpg,7961509,2026-06-25 21:29:00,1436,270.0,270.0,270.0,2334.0,83.0
260711_1928_D616510_249_SMP_8M6CL_119_3.jpg,8435172,2026-07-11 20:34:13,119,270.0,270.0,270.0,1327.0,0.0
260608_0637_D610255_102_SMP_8M5CL_3192_2.jpg,8203435,2026-06-08 07:56:59,3192,270.0,270.0,270.0,1956.0,0.0
260701_0626_D612472_133_SMP_8M6CL_38_2.jpg,8270384,2026-07-01 08:19:08,38,1260.0,899.0,1260.0,32024.0,2.0
260530_2031_D609187_554_BEEP_8M5CL_4995_3.jpg,8161287,2026-05-30 22:20:23,4995,449.0,449.0,450.0,3543.0,83.0
260615_0413_D613602_115_SMP_8M6CL_1_2.jpg,8303443,2026-06-15 05:06:12,1,270.0,270.0,270.0,2627.0,83.0
260603_0921_D611320_196_SMP_8M6CL_7_3.jpg,8229409,2026-06-03 11:47:40,7,809.0,990.0,990.0,21430.0,2.0
260528_1744_D541930_036_BEEP_8M5CL_2033_3.jpg,7470447,2026-05-28 20:23:43,2033,899.0,899.0,900.0,24690.0,61.0
260711_1928_D616510_249_SMP_8M6CL_119_2.jpg,8435172,2026-07-11 20:34:13,119,270.0,270.0,270.0,1327.0,0.0
260709_2051_D614207_672_BEEP_8M5CL_175_2.jpg,8360404,2026-07-10 03:39:18,175,449.0,449.0,450.0,3798.0,37.0
260610_0852_D611330_415_BEEP_8M5CL_17789_3.jpg,8233391,2026-06-10 10:25:09,17789,270.0,270.0,270.0,24086.0,37.0
260711_1928_D616510_249_BEEP_8M6CL_31_2.jpg,8435172,2026-07-11 20:34:13,31,720.0,809.0,810.0,11571.0,0.0
260627_0930_D615309_313_BEEP_8M5CL_1453_3.jpg,8393107,2026-06-28 04:56:55,1453,809.0,899.0,900.0,13150.0,0.0
260719_1841_D617584_127_SMP_8M5CL_876_2.jpg,8471010,2026-07-19 20:24:53,876,360.0,270.0,360.0,2662.0,2.0
260611_2252_D610255_170_SMP_8M6CL_143_2.jpg,8751570,2026-06-11 23:44:56,143,1440.0,1440.0,1440.0,176533.0,0.0
260614_0036_D610254_425_SMP_8M6CL_443_3.jpg,8203463,2026-06-14 03:23:27,443,270.0,270.0,270.0,1772.0,0.0
260602_2254_D607886_685_SMP_8M6CL_25115_2.jpg,8106406,2026-06-03 01:06:06,25115,270.0,270.0,270.0,2022.0,0.0
260608_0648_D610255_218_SMP_8M5CL_487_2.jpg,8203446,2026-06-08 22:24:59,487,270.0,270.0,270.0,1729.0,0.0
260707_1613_D616498_112_SMP_8M5CL_10800_3.jpg,8429475,2026-07-07 17:10:54,10800,180.0,180.0,180.0,1442.0,0.0
260719_1841_D617584_127_SMP_8M5CL_832_3.jpg,8471010,2026-07-19 20:24:53,832,270.0,270.0,270.0,1594.0,2.0
260709_1352_D615295_162_BEEP_8M5CL_552_2.jpg,8385652,2026-07-09 23:08:27,552,899.0,809.0,900.0,12232.0,37.0
260605_0120_D610266_579_SMP_8M6CL_185_2.jpg,8206925,2026-06-05 03:42:45,185,1170.0,1170.0,1170.0,80739.0,2.0
260623_1429_D613104_250_SMP_8M6CL_19_3.jpg,8312462,2026-06-24 07:36:48,19,449.0,449.0,450.0,3396.0,0.0
260611_1159_D610871_046_BEEP_8M5CL_11417_3.jpg,8213297,2026-06-11 13:52:54,11417,1799.0,2160.0,2160.0,630071.0,36.0
260606_2203_D611332_105_BEEP_8M5CL_181_3.jpg,8233010,2026-06-07 01:53:17,181,360.0,270.0,360.0,2720.0,0.0
260705_0017_D612481_022_SMP_8M6CL_1_2.jpg,8272282,2026-07-05 01:31:02,1,630.0,630.0,630.0,4510.0,83.0
260705_0025_D612481_008_BEEP_8M6CL_7_3.jpg,8272234,2026-07-05 01:31:02,7,1170.0,1260.0,1260.0,238660.0,61.0
260704_2302_D613627_669_SMP_8M6CL_574_3.jpg,8306875,2026-07-05 01:46:43,574,360.0,360.0,360.0,3335.0,83.0
260627_1918_D611343_237_BEEP_8M5CL_1450_3.jpg,8234449,2026-06-28 04:35:20,1450,899.0,990.0,990.0,38206.0,0.0
260709_1410_D615327_055_SMP_8M5CL_3114_2.jpg,8399594,2026-07-09 19:29:12,3114,360.0,360.0,360.0,3100.0,0.0
260709_1924_D602107_358_BEEP_8M6CL_75_3.jpg,8919873,2026-07-09 20:58:59,75,720.0,720.0,720.0,8583.0,0.0
260531_2352_D610234_073_BEEP_8M5CL_14819_3.jpg,8198760,2026-06-01 01:13:48,14819,990.0,990.0,990.0,45439.0,61.0
260611_2146_D611324_270_SMP_8M6CL_958_2.jpg,8748449,2026-06-11 23:23:42,958,720.0,809.0,810.0,15237.0,0.0
260711_1924_D616510_405_BEEP_8M6CL_29_2.jpg,8435220,2026-07-11 20:34:13,29,720.0,540.0,720.0,4603.0,0.0
260704_1533_D614248_015_BEEP_8M5CL_1659_3.jpg,8353068,2026-07-04 17:21:30,1659,990.0,720.0,990.0,12717.0,37.0
260531_0719_D609137_061_BEEP_8M5CL_1953_3.jpg,8169643,2026-05-31 09:22:59,1953,630.0,630.0,630.0,10272.0,37.0
260704_1533_D614248_015_BEEP_8M5CL_1608_2.jpg,8353068,2026-07-04 17:21:30,1608,1980.0,1890.0,1980.0,543386.0,2.0
260702_0213_D613607_083_SMP_8M6CL_4_3.jpg,8303599,2026-07-02 04:17:19,4,630.0,720.0,720.0,6154.0,2.0
260610_0832_D613102_018_SMP_8M5CL_2_3.jpg,8312503,2026-06-10 09:41:06,2,809.0,809.0,810.0,17422.0,0.0
260610_0907_D611330_478_BEEP_8M5CL_2132_2.jpg,8233351,2026-06-10 10:25:09,2132,2340.0,2610.0,2610.0,479963.0,37.0
260709_1410_D615327_055_SMP_8M5CL_453_2.jpg,8399594,2026-07-09 19:29:12,453,270.0,270.0,270.0,1660.0,0.0
260625_2226_D613621_075_BEEP_8M5CL_1231_2.jpg,8304725,2026-06-25 23:53:24,1231,90.0,90.0,90.0,718.0,36.0
260711_1921_D616510_308_SMP_8M6CL_30_3.jpg,8435123,2026-07-11 20:34:13,30,360.0,360.0,360.0,2738.0,0.0
260704_1533_D614248_015_BEEP_8M5CL_1611_3.jpg,8353068,2026-07-04 17:21:30,1611,1799.0,1349.0,1800.0,337642.0,37.0
260608_1541_D611336_087_SMP_8M5CL_175_2.jpg,8751860,2026-06-08 17:07:08,175,270.0,360.0,360.0,2300.0,0.0
260611_2146_D611324_270_SMP_8M6CL_30_3.jpg,8748449,2026-06-11 23:23:42,30,720.0,630.0,720.0,4544.0,0.0
260528_1554_D608630_376_SMP_8M5CL_6883_3.jpg,8128403,2026-05-28 16:53:20,6883,809.0,899.0,900.0,21479.0,37.0
260627_1918_D611343_237_BEEP_8M5CL_1450_2.jpg,8234449,2026-06-28 04:35:20,1450,899.0,990.0,990.0,38206.0,0.0
260709_1558_D615340_802_BEEP_8M5CL_3075_3.jpg,8405731,2026-07-09 17:48:10,3075,1440.0,1260.0,1440.0,179923.0,37.0
260528_1554_D608630_376_SMP_8M5CL_7162_2.jpg,8128403,2026-05-28 16:53:20,7162,540.0,449.0,540.0,7271.0,2.0
260630_1618_D611338_081_SMP_8M5CL_1184_3.jpg,8234683,2026-07-01 10:27:26,1184,630.0,809.0,810.0,9538.0,0.0
260711_1928_D616510_249_BEEP_8M6CL_2_3.jpg,8435172,2026-07-11 20:34:13,2,809.0,720.0,810.0,27601.0,0.0
260709_1558_D615340_802_BEEP_8M5CL_3205_3.jpg,8405731,2026-07-09 17:48:10,3205,1080.0,899.0,1080.0,68701.0,37.0
260601_1746_D611287_165_BEEP_8M6CL_182_2.jpg,8238941,2026-06-01 19:46:51,182,1530.0,1349.0,1530.0,175118.0,0.0
260709_1410_D615327_055_SMP_8M5CL_418_2.jpg,8399594,2026-07-09 19:29:12,418,270.0,270.0,270.0,1814.0,0.0
260711_1928_D616510_249_SMP_8M6CL_11_3.jpg,8435172,2026-07-11 20:34:13,11,809.0,899.0,900.0,80296.0,0.0
260711_1928_D616510_249_BEEP_8M6CL_39_2.jpg,8435172,2026-07-11 20:34:13,39,809.0,809.0,810.0,15154.0,0.0
260610_0728_D613640_079_SMP_8M6CL_466_2.jpg,8309348,2026-06-10 08:57:11,466,270.0,360.0,360.0,3286.0,0.0
260527_1107_D609184_253_SMP_8M5CL_1473_3.jpg,8158840,2026-05-27 12:21:50,1473,449.0,540.0,540.0,4514.0,2.0
260610_0348_D611443_824_SMP_8M5CL_596_3.jpg,8248090,2026-06-10 07:25:03,596,270.0,270.0,270.0,1359.0,0.0
260608_0637_D610255_102_BEEP_8M5CL_3970_2.jpg,8203435,2026-06-08 07:56:59,3970,449.0,540.0,540.0,3814.0,0.0
260626_0901_D612536_037_SMP_8M5CL_228242_2.jpg,8287716,2026-06-27 09:41:27,228242,720.0,720.0,720.0,10078.0,0.0
260614_2237_D612484_047_BEEP_8M5CL_12091_3.jpg,8272214,2026-06-14 23:59:04,12091,540.0,449.0,540.0,5446.0,61.0
260610_0832_D613102_018_BEEP_8M5CL_29_2.jpg,8312503,2026-06-10 09:41:06,29,270.0,449.0,450.0,2933.0,0.0
260601_1638_D609160_427_BEEP_8M6CL_3_3.jpg,8155039,2026-06-01 18:54:36,3,990.0,990.0,990.0,24980.0,61.0
260627_1856_D613621_075_SMP_8M6CL_12_2.jpg,8304725,2026-06-27 20:15:18,12,540.0,630.0,630.0,6569.0,2.0
260531_2101_D608633_026_SMP_8M6CL_46_2.jpg,8128557,2026-05-31 21:42:02,46,449.0,720.0,720.0,5990.0,13.0
260610_0345_D611443_840_SMP_8M5CL_2779_3.jpg,8248018,2026-06-10 07:25:03,2779,809.0,899.0,900.0,35854.0,0.0
260627_0927_D615309_322_SMP_8M5CL_96_3.jpg,8393014,2026-06-28 04:56:55,96,449.0,449.0,450.0,4955.0,0.0
260626_1733_D613142_039_BEEP_8M6CL_6423_2.jpg,8322064,2026-06-26 19:35:44,6423,1170.0,1080.0,1170.0,61160.0,37.0
260705_0340_D614208_337_SMP_8M5CL_44_2.jpg,8358514,2026-07-05 05:25:14,44,540.0,540.0,540.0,4336.0,83.0
260705_0017_D612481_022_BEEP_8M6CL_54_2.jpg,8272282,2026-07-05 01:31:02,54,720.0,809.0,810.0,8873.0,61.0
260601_1746_D611287_165_BEEP_8M6CL_182_3.jpg,8238941,2026-06-01 19:46:51,182,1530.0,1349.0,1530.0,175118.0,0.0
260705_2058_D615294_077_SMP_8M5CL_1729_3.jpg,8385612,2026-07-05 23:26:08,1729,809.0,990.0,990.0,38332.0,2.0
260617_2028_D611448_047_BEEP_8M6CL_13_3.jpg,8250469,2026-06-17 22:36:02,13,809.0,720.0,810.0,16354.0,61.0
260612_1450_D611336_064_SMP_8M6CL_14_2.jpg,8751877,2026-06-13 01:57:41,14,1349.0,1440.0,1440.0,136292.0,0.0
260711_1928_D616510_534_BEEP_8M6CL_30_2.jpg,8435216,2026-07-11 20:34:13,30,360.0,449.0,450.0,2184.0,0.0
260711_1928_D616510_534_SMP_8M6CL_41_2.jpg,8435216,2026-07-11 20:34:13,41,720.0,720.0,720.0,7790.0,0.0
260601_0112_D610247_017_SMP_8M6CL_10_2.jpg,8201479,2026-06-01 02:48:29,10,360.0,360.0,360.0,2283.0,83.0
260603_0959_D611320_227_SMP_8M6CL_22_2.jpg,8229426,2026-06-03 11:47:40,22,720.0,720.0,720.0,7736.0,0.0
260609_0949_D610257_439_SMP_8M6CL_84_2.jpg,8203336,2026-06-09 11:30:48,84,270.0,270.0,270.0,2087.0,83.0
260704_2306_D613627_654_SMP_8M6CL_148399_2.jpg,8306896,2026-07-05 00:18:42,148399,630.0,630.0,630.0,4015.0,83.0
260704_1533_D614248_015_BEEP_8M5CL_1643_2.jpg,8353068,2026-07-04 17:21:30,1643,899.0,899.0,900.0,35875.0,37.0
260610_0907_D611330_478_BEEP_8M5CL_947_3.jpg,8233351,2026-06-10 10:25:09,947,1349.0,1530.0,1530.0,162067.0,37.0
260601_0112_D610247_018_SMP_8M6CL_42_2.jpg,8201472,2026-06-01 02:48:29,42,809.0,809.0,810.0,29718.0,83.0
260612_2355_D612479_188_SMP_8M5CL_16587_2.jpg,8272262,2026-06-13 01:15:13,16587,360.0,270.0,360.0,2840.0,2.0
260612_0429_D611326_066_SMP_8M6CL_83_3.jpg,8745711,2026-06-12 05:52:47,83,990.0,990.0,990.0,69470.0,0.0
260610_1044_D613608_701_SMP_8M6CL_120_2.jpg,8303397,2026-06-10 12:47:45,120,360.0,360.0,360.0,3074.0,0.0
260627_1832_D611462_026_SMP_8M6CL_6_3.jpg,8255998,2026-06-27 20:51:15,6,360.0,360.0,360.0,3632.0,83.0
260709_1352_D615295_162_BEEP_8M5CL_552_3.jpg,8385652,2026-07-09 23:08:27,552,899.0,809.0,900.0,12232.0,37.0
260709_2007_D613614_130_SMP_8M6CL_35_2.jpg,8304455,2026-07-09 21:12:17,35,449.0,630.0,630.0,7748.0,2.0
260608_0637_D610255_102_SMP_8M5CL_3072_2.jpg,8203435,2026-06-08 07:56:59,3072,720.0,630.0,720.0,9231.0,0.0
260607_1500_D611325_077_BEEP_8M6CL_2511_3.jpg,8229498,2026-06-07 16:23:11,2511,90.0,90.0,90.0,6223.0,37.0
260528_2035_D608645_152_SMP_8M5CL_693_2.jpg,8134309,2026-05-28 22:40:47,693,270.0,360.0,360.0,2079.0,2.0
260612_0429_D611326_066_SMP_8M6CL_84_3.jpg,8745711,2026-06-12 05:52:47,84,270.0,270.0,270.0,1840.0,0.0
260715_0031_D602107_324_BEEP_8M6CL_176_3.jpg,7907643,2026-07-15 01:11:34,176,2070.0,1710.0,2070.0,499791.0,0.0
260625_1342_D611936_446_BEEP_8M6CL_68_3.jpg,8258541,2026-06-25 17:59:22,68,1530.0,1440.0,1530.0,139573.0,0.0
260603_0407_D609187_573_SMP_8M6CL_17_2.jpg,8161405,2026-06-03 06:00:25,17,360.0,540.0,540.0,3078.0,2.0
260713_1713_D614209_204_BEEP_8M6CL_17_3.jpg,8360412,2026-07-13 18:21:18,17,9270.0,9719.0,9720.0,38637000.0,37.0
260630_0234_D614257_585_SMP_8M5CL_5462_2.jpg,8356429,2026-06-30 04:16:19,5462,1080.0,809.0,1080.0,42971.0,2.0
260626_1733_D613142_039_BEEP_8M6CL_6430_3.jpg,8322064,2026-06-26 19:35:44,6430,449.0,990.0,990.0,45182.0,37.0
260607_2019_D611324_265_BEEP_8M5CL_19023_2.jpg,8229455,2026-06-07 23:42:41,19023,540.0,899.0,900.0,8907.0,0.0
260703_0051_D614247_030_BEEP_8M6CL_38_3.jpg,8353023,2026-07-03 07:12:35,38,899.0,1080.0,1080.0,30200.0,83.0
260601_0940_D608625_015_BEEP_8M6CL_1036_3.jpg,8126486,2026-06-01 11:55:34,1036,360.0,449.0,450.0,6213.0,37.0
260705_2115_D614244_228_BEEP_8M5CL_2574_2.jpg,8353116,2026-07-05 22:26:06,2574,360.0,360.0,360.0,5455.0,37.0
260705_0340_D614208_337_SMP_8M5CL_44_3.jpg,8358514,2026-07-05 05:25:14,44,540.0,540.0,540.0,4336.0,83.0
260713_1507_D614229_551_SMP_8M6CL_3_2.jpg,8346678,2026-07-13 16:52:18,3,540.0,449.0,540.0,3626.0,2.0
260709_2007_D613614_130_SMP_8M6CL_35_3.jpg,8304455,2026-07-09 21:12:17,35,449.0,630.0,630.0,7748.0,2.0
260709_1541_D615340_805_BEEP_8M5CL_1822_3.jpg,8405675,2026-07-09 20:21:16,1822,2160.0,1619.0,2160.0,348603.0,37.0
260606_0706_D610259_361_SMP_8M5CL_10273_3.jpg,8740362,2026-06-06 08:29:07,10273,360.0,360.0,360.0,4279.0,0.0
260704_2306_D613627_654_BEEP_8M6CL_281_2.jpg,8306896,2026-07-05 00:18:42,281,809.0,720.0,810.0,11807.0,83.0
260608_0641_D610255_220_BEEP_8M5CL_4593_2.jpg,8203504,2026-06-08 22:24:59,4593,1349.0,1170.0,1350.0,178293.0,0.0
260704_2302_D613627_669_SMP_8M6CL_575_3.jpg,8306875,2026-07-05 01:46:43,575,630.0,630.0,630.0,5072.0,83.0
260612_0433_D611326_203_BEEP_8M6CL_50_3.jpg,8745712,2026-06-12 05:52:47,50,4950.0,5760.0,5760.0,16856100.0,0.0
260717_0050_D613618_466_BEEP_8M6CL_31_3.jpg,8308844,2026-07-17 02:33:55,31,1170.0,1080.0,1170.0,39663.0,0.0
260705_2115_D614244_228_BEEP_8M5CL_2574_3.jpg,8353116,2026-07-05 22:26:06,2574,360.0,360.0,360.0,5455.0,37.0
260608_0637_D610255_102_SMP_8M5CL_3072_3.jpg,8203435,2026-06-08 07:56:59,3072,720.0,630.0,720.0,9231.0,0.0
260704_2306_D613627_654_SMP_8M6CL_148412_3.jpg,8306896,2026-07-05 00:18:42,148412,809.0,899.0,900.0,21345.0,83.0
260720_0417_D617585_358_SMP_8M6CL_904_3.jpg,8470619,2026-07-20 05:24:30,904,449.0,360.0,450.0,3266.0,2.0
260718_0648_D615322_251_BEEP_8M6CL_80_2.jpg,8400353,2026-07-18 08:13:49,80,360.0,360.0,360.0,3594.0,0.0
260719_1841_D617584_127_SMP_8M5CL_832_2.jpg,8471010,2026-07-19 20:24:53,832,270.0,270.0,270.0,1594.0,2.0
260719_1522_D617625_643_SMP_8M5CL_5637_2.jpg,8483224,2026-07-19 16:41:58,5637,270.0,360.0,360.0,2631.0,0.0
260709_1558_D615340_802_BEEP_8M5CL_2973_2.jpg,8405731,2026-07-09 17:48:10,2973,1170.0,1170.0,1170.0,22989.0,36.0
260704_2240_D613627_644_BEEP_8M6CL_207_2.jpg,8306722,2026-07-05 00:18:42,207,1080.0,720.0,1080.0,20162.0,37.0
260715_1613_D616554_252_BEEP_8M6CL_13_3.jpg,8448459,2026-07-15 21:36:54,13,1260.0,1260.0,1260.0,69925.0,37.0
260719_1500_D617625_636_BEEP_8M5CL_5231_3.jpg,8483107,2026-07-19 16:41:58,5231,720.0,720.0,720.0,10323.0,0.0
260711_1928_D616510_249_BEEP_8M6CL_30_3.jpg,8435172,2026-07-11 20:34:13,30,449.0,540.0,540.0,3444.0,0.0
260611_1203_D610871_045_SMP_8M5CL_6479_3.jpg,8213245,2026-06-11 13:52:54,6479,630.0,720.0,720.0,8436.0,83.0
260606_0706_D610259_361_SMP_8M5CL_10716_2.jpg,8740362,2026-06-06 08:29:07,10716,809.0,809.0,810.0,22193.0,0.0
260704_2306_D613627_654_SMP_8M6CL_148434_3.jpg,8306896,2026-07-05 00:18:42,148434,360.0,270.0,360.0,3517.0,83.0
260720_1910_D615332_444_SMP_8M6CL_2_2.jpg,8403174,2026-07-20 20:48:34,2,1080.0,1260.0,1260.0,61236.0,0.0
260611_2146_D611324_270_SMP_8M6CL_30_2.jpg,8748449,2026-06-11 23:23:42,30,720.0,630.0,720.0,4544.0,0.0
000000_0000_D617107_023_BEEP_8M6CL_714_3.jpg,8465790,2026-07-21 09:18:21,714,360.0,270.0,360.0,3163.0,0.0
000000_0000_D617107_177_BEEP_8M6CL_741_3.jpg,8465809,2026-07-21 09:18:21,741,5760.0,3690.0,5760.0,1109700.0,0.0
000000_0000_D617107_177_BEEP_8M6CL_772_2.jpg,8465809,2026-07-21 09:18:21,772,270.0,270.0,270.0,2364.0,0.0
000000_0000_D617107_177_BEEP_8M6CL_772_3.jpg,8465809,2026-07-21 09:18:21,772,270.0,270.0,270.0,2364.0,0.0
000000_0000_D617107_177_BEEP_8M6CL_893_3.jpg,8465809,2026-07-21 09:18:21,893,270.0,270.0,270.0,2006.0,0.0
260616_1856_D610871_040_SMP_8M6CL_4842_2.jpg,8213309,2026-06-16 20:11:25,4842,360.0,270.0,360.0,1808.0,6.0
260721_0852_D618210_340_BEEP_8M6CL_38_3.jpg,8524654,2026-07-21 11:18:11,38,6750.0,4859.0,6750.0,14166900.0,37.0
260704_2306_D613627_654_BEEP_8M6CL_275_2.jpg,8306896,2026-07-05 00:18:42,275,899.0,630.0,900.0,15482.0,83.0
260616_2347_D610232_206_SMP_8M6CL_44_2.jpg,8196134,2026-06-17 00:40:04,44,360.0,360.0,360.0,2004.0,0.0
260621_0545_D612490_022_SMP_8M6CL_3_2.jpg,8275570,2026-06-21 06:21:34,3,809.0,809.0,810.0,13637.0,2.0
260715_1613_D616554_252_BEEP_8M6CL_13_2.jpg,8448459,2026-07-15 21:36:54,13,1260.0,1260.0,1260.0,69925.0,37.0
260709_1928_D602107_344_BEEP_8M6CL_12_3.jpg,8919962,2026-07-09 20:58:59,12,2070.0,2610.0,2610.0,800367.0,36.0
260719_2029_D616527_008_BEEP_8M6CL_19_3.jpg,8441188,2026-07-19 21:39:53,19,3330.0,8549.0,8550.0,12474000.0,37.0
260704_2302_D613627_669_SMP_8M6CL_615_3.jpg,8306875,2026-07-05 01:46:43,615,809.0,809.0,810.0,20945.0,83.0
260604_1310_D609193_060_SMP_8M6CL_8_3.jpg,8161321,2026-06-04 15:08:37,8,270.0,270.0,270.0,1842.0,0.0
